freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,RU,TOTAL,N_GE1,NR,AT	43334 u	37845 u	: u	50363 u	48015 u	60539 u	: u	96511 u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,BE	: u	: u	29062 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,BG	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,RU,TOTAL,N_GE1,NR,CY	50687 b	54554 u	55124 u	47557 u	58011 u	: u	: u	: u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,RU,TOTAL,N_GE1,NR,DE	692928 u	898582 u	1134880 u	713235 u	830546 u	609292 u	836996 u	598267 u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 
A,RU,TOTAL,N_GE1,NR,EA20	2000718 	2215110 	2344460 	1834540 	2410291 	1847994 	2295777 	2083703 	264350 	280283 	261407 	303424 
A,RU,TOTAL,N_GE1,NR,EE	125867 u	121853 	137827 	105109 	139040 	121273 	273680 	211845 	36215 	47335 	52184 	69007 
A,RU,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	13178 u	: u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,ES	35868 u	53844 u	56559 u	57749 bu	89608 u	89887 u	51350 u	138568 	: u	: u	: u	: 
A,RU,TOTAL,N_GE1,NR,EU27_2020	2144220 e	2388205 e	2551221 	1975734 	2542126 	2005352 	2476293 	2333271 	317418 	384681 	297377 	313440 e
A,RU,TOTAL,N_GE1,NR,FI	426630 b	398575 	316748 	316646 	395757 	357054 	307415 	326445 	: u	: u	78795 	88367 
A,RU,TOTAL,N_GE1,NR,FR	155970 u	151884 u	129779 u	129584 u	157173 u	143166 u	142297 u	202204 	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,HU	13378 	13983 	23471 	18575 	11809 	12122 	41873 	41824 	13578 	19063 	6237 	: u
A,RU,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,RU,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,LT	112716 	101849 	88978 	84886 	73745 	84318 	84716 	89568 	17525 	7377 	14069 	12176 
A,RU,TOTAL,N_GE1,NR,LU	5475 u	: u	: u	: u	: u	: u	: u	10369 u	: 	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,LV	130706 	161887 	138027 	120917 	122077 	84890 u	117381 	102450 	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,MT	1541 u	2131 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,RU,TOTAL,N_GE1,NR,NL	: u	52972 u	60693 u	: u	: u	: u	75941 u	76186 u	: u	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,RU,TOTAL,N_GE1,NR,PL	: u	: u	69133 b	69281 	46928 	37836 	43160 	45286 	6004 	4344 	: u	: u
A,RU,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,RU,TOTAL,N_GE1,NR,RO	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,RU,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,RU,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,RU,TOTAL,N_GE1,NR,SK	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,RU,TOTAL,N_GE1,NR,UK	130349 	127965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SE,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,SE,TOTAL,N_GE1,NR,AT	74402 u	88003 u	85523 u	85974 u	71953 u	90318 u	64727 u	91995 u	: u	: u	68365 	168492 
A,SE,TOTAL,N_GE1,NR,BE	: u	: u	60555 u	49376 u	64493 u	82782 b	79767 u	67611 u	41949 	55480 	82227 	110284 
A,SE,TOTAL,N_GE1,NR,BG	: u	: 	: 	: u	: 	: u	: u	: u	: 	: 	: u	: u
A,SE,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	176967 u	121511 u	: u	: u	: u	: u	: u	: 
A,SE,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,CZ	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,DE	1062401 u	828481 u	1035253 u	1091958 u	1502536 u	1389031 	2209939 	1544066 	: u	520825 	1574529 	1090317 
A,SE,TOTAL,N_GE1,NR,DK	1007266 	1275415 b	1166447 	1234017 	1164678 	1039524 	439429 	1072805 	642574 	627920 	812372 	: 
A,SE,TOTAL,N_GE1,NR,EA20	3944698 	3505423 	3831206 	3665000 	4149283 	4123742 	5403600 	4429317 	1148237 	1449589 	3639170 	3633596 
A,SE,TOTAL,N_GE1,NR,EE	151604 	126040 	189958 	137768 	156194 	107912 	194502 	113808 	32319 	46256 	79844 	74072 
A,SE,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	9888 u	: u	16499 u	: 	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,ES	71037 	83499 	75668 u	: u	52137 u	62513 u	146097 	150724 u	: u	: u	75248 	96423 
A,SE,TOTAL,N_GE1,NR,EU27_2020	36122698 e	35241266 e	35139468 	36725183 	39126001 	43894195 	41890339 	42776571 	51814033 	53473654 	67175177 	70888598 e
A,SE,TOTAL,N_GE1,NR,FI	1956793 b	1824643 	1841008 	1636691 	1847798 	1687432 	1787741 	1770904 	345392 	411627 	1103471 	1372209 
A,SE,TOTAL,N_GE1,NR,FR	130977 u	161154 u	140172 u	101386 u	122196 u	163618 u	124499 u	176526 u	: u	: u	137545 	227814 
A,SE,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,HU	36472 	34239 	25499 	29062 	35408 	22614 	42155 	52623 	17472 	12537 	40427 	65147 
A,SE,TOTAL,N_GE1,NR,IE	28861 u	: u	: u	46030 u	22183 u	: u	22501 u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,LT	44094 	41397 	46295 	34951 	44778 	45344 	49990 	54393 	21575 	25259 	68395 	72844 
A,SE,TOTAL,N_GE1,NR,LU	13389 u	10373 u	16227 u	14429 u	18468 	28549 	15740 u	19030 u	14197 	8685 	16429 	12085 
A,SE,TOTAL,N_GE1,NR,LV	116076 	97725 	86209 u	74923 u	64807 u	79646 u	99879 	100268 	: u	: u	31384 	43989 
A,SE,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,SE,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,SE,TOTAL,N_GE1,NR,MT	3013 	4821 	: u	: u	: u	: u	: u	: u	: u	: u	: u	5449 
A,SE,TOTAL,N_GE1,NR,NL	166774 bu	141891 	190217 	200057 	148062 	197333 	220563 	186415 	60245 	156376 	225941 	251139 
A,SE,TOTAL,N_GE1,NR,NO	: 	1485953 	1478920 	1534635 	1179516 	1362673 	1356681 	: 	: 	590342 	: 	: 
A,SE,TOTAL,N_GE1,NR,PL	267305 	148663 u	259938 b	248462 	274617 	276338 	294444 	300956 	171151 	188882 	255669 	308003 
A,SE,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	14784 	: u
A,SE,TOTAL,N_GE1,NR,RO	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,SE,TOTAL,N_GE1,NR,SE	: 	: 	29831956 	31525879 	33493020 	38415926 	35685909 	36891226 	49830932 	51185360 	62400828 	: 
A,SE,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,SK	: u	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u
A,SE,TOTAL,N_GE1,NR,UK	327959 	267176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,AT	229929 	232927 	243057 	230333 	285488 	300484 	242812 	253054 	119083 	146632 	342248 	382938 
A,SI,TOTAL,N_GE1,NR,BE	: u	33924 u	: u	: u	: u	: u	40514 u	: u	: u	: u	: u	53281 
A,SI,TOTAL,N_GE1,NR,BG	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u
A,SI,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,SI,TOTAL,N_GE1,NR,CY	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u
A,SI,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	95731 
A,SI,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,EA20	2990728 	2859520 	2933550 	2587015 	2672841 	2727899 	3193071 	2934644 	1857628 	3826319 	3820323 	5187227 
A,SI,TOTAL,N_GE1,NR,EE	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,EL	: u	: u	: 	: 	: u	: 	: u	: u	: 	: 	: u	: u
A,SI,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,EU27_2020	3096562 e	2930171 e	2990039 	2693991 	2765761 	2838649 	3295172 	3075351 	1906130 	3899410 	3918306 	5300852 e
A,SI,TOTAL,N_GE1,NR,FI	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,HR	268231 	200541 	314339 	183068 	143642 	165612 	170972 	189798 	56801 	62548 	108958 	254597 
A,SI,TOTAL,N_GE1,NR,HU	9440 u	11544 u	9976 u	23526 	27407 	28722 	33659 u	58717 	16572 	14071 	31514 	: u
A,SI,TOTAL,N_GE1,NR,IE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,LT	5120 u	6418 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	8951 	: u
A,SI,TOTAL,N_GE1,NR,LV	: 	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	8405 u	: u	: u	: 	: 
A,SI,TOTAL,N_GE1,NR,MT	1330 u	2262 u	: u	: u	: u	5551 u	7381 u	6794 u	: u	: u	: u	8166 
A,SI,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	40361 u	: u	43214 u	: u	35529 	74887 	91761 
A,SI,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,PL	: u	: u	: u	: u	14367 u	13338 u	14393 u	15097 u	: u	6180 	14045 	14952 
A,SI,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,RO	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,SI,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: 	: u	: 	: u	: u	: u	: 	: 
A,SI,TOTAL,N_GE1,NR,SI	2064610 	2025334 	1888108 	1533254 	1719761 	1812820 	2003138 	1742254 	1263351 	3252691 	2772562 	3593786 
A,SI,TOTAL,N_GE1,NR,SK	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,SI,TOTAL,N_GE1,NR,UK	41179 	51819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,AT	80442 u	126128 	116097 	88934 u	94643 u	159916 	130838 u	82890 u	101112 	70873 	413790 	294209 
A,SK,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,BG	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,SK,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,SK,TOTAL,N_GE1,NR,CZ	1102998 	1018876 	1006593 	1450387 	1255303 	1373953 	1575942 	1434640 	698088 	483154 	1168699 	1358298 
A,SK,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,DK	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 
A,SK,TOTAL,N_GE1,NR,EA20	4812321 	5242692 	5416918 	5940779 	7342646 	7700115 	8248401 	9177396 	4669079 	4933303 	7783326 	8062247 
A,SK,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,EL	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,SK,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,EU27_2020	6598201 e	7116788 e	7185053 	8359194 	9675710 	10176787 	11065091 	11880055 	5991804 	5857049 	9619715 	10152128 e
A,SK,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,SK,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,SK,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,HU	215095 	339528 	447359 	587159 	680156 	689553 	827652 	802623 	393705 	192107 	282135 	335148 
A,SK,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,SK,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 	: u	: 
A,SK,TOTAL,N_GE1,NR,LT	13523 u	10877 u	: u	8017 u	9403 u	11180 u	17650 	17396 	: u	: u	: u	6139 
A,SK,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	9578 	: u
A,SK,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,SK,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,MT	: u	: 	: u	: u	: u	: u	: u	6563 u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,PL	448230 	501873 	303298 b	354134 	376408 	389459 	406603 	412993 	225388 	247852 	377821 	392347 
A,SK,TOTAL,N_GE1,NR,PT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,RO	: 	: 	: 	: u	: u	: u	: 	: 	: 	: u	: u	: 
A,SK,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,SK,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,SK,TOTAL,N_GE1,NR,SK	4477078 	4765491 b	4931973 	5594954 	6727776 	7100131 	7761392 	8689935 	4417848 	4749846 	7142078 	7486857 
A,SK,TOTAL,N_GE1,NR,UK	127090 	103358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TR,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	44397 	: 	40880 	34205 	: 	: 	: 
A,TR,TOTAL,N_GE1,NR,AT	309404 	380736 	378047 	336678 	174243 	140042 	182144 	213806 	70847 	164129 	235168 	373061 
A,TR,TOTAL,N_GE1,NR,BE	319452 	318179 	330984 	241568 	152774 	145736 b	227712 	208751 	99819 	189007 	323207 	261737 
A,TR,TOTAL,N_GE1,NR,BG	90967 b	90888 	159317 	113942 	108273 	76833 	242321 	266791 	45870 	73776 	231620 	203302 
A,TR,TOTAL,N_GE1,NR,CH	182874 u	175647 u	245829 	182972 u	132238 u	: u	144398 u	: u	: u	: u	178014 	: 
A,TR,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 	: u	: u
A,TR,TOTAL,N_GE1,NR,CZ	205611 	279778 	181540 	161695 	: u	96096 u	195628 u	330166 	: u	94057 	254450 	291831 
A,TR,TOTAL,N_GE1,NR,DE	4617678 	4991780 	4893317 	4316205 	3344637 	2613340 	3815798 	3205210 	: u	1663875 	3532509 	4980433 
A,TR,TOTAL,N_GE1,NR,DK	306331 	336683 b	286752 	267944 	153914 u	156656 u	126727 u	297407 	: u	: u	219196 	: 
A,TR,TOTAL,N_GE1,NR,EA20	7634015 	8121085 	7692047 	6731474 	4622273 	3732310 	5774046 	5588852 	1116601 	2492473 	5685382 	7356161 
A,TR,TOTAL,N_GE1,NR,EE	: u	43059 u	44973 	50362 	23016 u	32907 u	45616 u	58490 	: u	35240 	82847 	77647 
A,TR,TOTAL,N_GE1,NR,EL	34831 	55062 	60911 	58479 	24849 	20105 u	51663 	78394 	: u	20617 	48018 	35385 
A,TR,TOTAL,N_GE1,NR,ES	160715 	113857 	126926 	108979 b	: u	: u	92318 u	127637 	: u	: u	155910 	157464 
A,TR,TOTAL,N_GE1,NR,EU27_2020	8964769 e	9684332 e	9190772 	8157691 	5396436 	4478604 	6904088 	7525652 	1321467 	3135236 	7335788 	9231667 e
A,TR,TOTAL,N_GE1,NR,FI	189613 b	216143 	225016 	232257 	95960 u	: u	176983 u	152039 u	: u	: u	104590 	104129 
A,TR,TOTAL,N_GE1,NR,FR	622615 	541830 	516233 	324082 	103565 u	107285 u	154233 u	211731 u	: u	: u	222891 	227450 
A,TR,TOTAL,N_GE1,NR,HR	43748 u	31774 u	40794 u	: u	: u	: u	: u	60486 u	: u	: u	16707 	28434 
A,TR,TOTAL,N_GE1,NR,HU	51242 	57983 	103158 	101171 	41324 	45845 	60406 	132314 	16845 	45058 	110318 	238519 
A,TR,TOTAL,N_GE1,NR,IE	42472 	56652 	40772 u	47608 u	32997 u	: u	28000 u	34038 u	: u	: u	: u	: u
A,TR,TOTAL,N_GE1,NR,IT	131760 u	295794 u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,TR,TOTAL,N_GE1,NR,LT	76664 	76988 	66598 	83841 	82712 	93013 	149721 	165491 	2735 	91086 	194590 	216559 
A,TR,TOTAL,N_GE1,NR,LU	20255 	14461 	19627 	13312 u	: u	: u	10433 u	14663 	: u	18262 	22051 	18108 
A,TR,TOTAL,N_GE1,NR,LV	31769 u	33774 u	59459 u	: u	: u	: u	: u	57299 u	: u	: u	42391 	117235 
A,TR,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,TR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	14828 u	: u	22932 	: 	: 
A,TR,TOTAL,N_GE1,NR,MT	2893 	4176 	: u	: u	: u	: u	: u	: u	: u	: u	10339 	7255 
A,TR,TOTAL,N_GE1,NR,NL	818766 b	838814 	690235 	677441 	448973 	370742 	526943 	616443 	: u	113900 	422706 	325851 
A,TR,TOTAL,N_GE1,NR,NO	: 	299827 	244969 	207056 	123025 u	90132 u	110884 u	: 	: 	: u	: 	: 
A,TR,TOTAL,N_GE1,NR,PL	236948 	386185 	360393 b	369751 	187710 	212084 	266940 	325717 	86054 	230609 	415630 	507933 
A,TR,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	21456 u	: u	: u	: u	19735 
A,TR,TOTAL,N_GE1,NR,RO	37879 u	: u	: u	51928 u	: u	: u	40746 u	82697 	: u	46468 	105118 	70138 
A,TR,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TR,TOTAL,N_GE1,NR,SE	: 	: 	388342 	359785 	223507 	133183 u	197273 u	501708 	: u	: u	: u	: 
A,TR,TOTAL,N_GE1,NR,SI	20691 u	28093 u	20390 u	23042 u	: u	: u	: u	: u	: u	: u	31056 	27147 
A,TR,TOTAL,N_GE1,NR,SK	159506 u	72566 bu	96333 u	: u	: u	: u	174813 u	202843 	: 	: u	150001 	200352 
A,TR,TOTAL,N_GE1,NR,UK	1334051 	1276698 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,UA,TOTAL,N_GE1,NR,AT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,UA,TOTAL,N_GE1,NR,BG	: u	: u	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 
A,UA,TOTAL,N_GE1,NR,CH	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,UA,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,UA,TOTAL,N_GE1,NR,CZ	: u	: u	: u	78298 u	: u	130091 u	: u	122937 u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,DK	: u	: u	: 	: u	: 	: u	: u	: u	: u	: 	: 	: 
A,UA,TOTAL,N_GE1,NR,EA20	752539 	606121 	279627 	245515 	383997 	360003 	490515 	718489 	215178 	359462 	134394 	335434 
A,UA,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	23412 u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,UA,TOTAL,N_GE1,NR,ES	41519 u	40004 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,UA,TOTAL,N_GE1,NR,EU27_2020	1129562 e	1208243 e	603237 	603139 	769644 	928019 	1012685 	1325871 	350370 	565263 	211149 	480164 e
A,UA,TOTAL,N_GE1,NR,FI	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,UA,TOTAL,N_GE1,NR,HR	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: 	: 
A,UA,TOTAL,N_GE1,NR,HU	122532 	173465 	117870 	121718 	169634 	203058 	216108 	215441 	44742 	70086 	: u	: u
A,UA,TOTAL,N_GE1,NR,IE	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 
A,UA,TOTAL,N_GE1,NR,IT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,LT	20693 	26474 	18672 	14000 	16005 	23629 	31392 	33686 	8429 	5150 	9683 	7801 
A,UA,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,LV	42981 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,UA,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,UA,TOTAL,N_GE1,NR,MT	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: 
A,UA,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,UA,TOTAL,N_GE1,NR,PL	188144 u	330913 	137109 b	145458 	156360 	170703 	174473 	181489 	42994 	43337 	40541 	30701 
A,UA,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,UA,TOTAL,N_GE1,NR,RO	: 	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,UA,TOTAL,N_GE1,NR,SI	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,UA,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,UA,TOTAL,N_GE1,NR,UK	64452 	56544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,UK,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,UK,TOTAL,N_GE1,NR,AT	292395 	343659 	322545 	307801 	313177 	301831 	324620 	320660 	61410 	66939 	252346 	344055 
